Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,140.320007,141.570007,139.160004,141.399994,137.366058,811200
2022-01-04,141.110001,141.320007,139.940002,140.270004,136.268311,749400
2022-01-05,141.639999,141.690002,139.389999,139.580002,135.597992,902900
2022-01-06,137.259995,138.649994,136.800003,136.990005,133.081879,837300
2022-01-07,137.070007,138.429993,136.619995,138.259995,134.315643,632300
2022-01-10,137.110001,138.649994,136.479996,138.610001,134.655670,803500
2022-01-11,137.740005,138.970001,137.460007,138.789993,134.830521,720400
2022-01-12,139.869995,140.410004,139.000000,140.149994,136.151718,591500
2022-01-13,139.029999,139.399994,135.789993,135.910004,132.032700,657300
2022-01-14,136.559998,139.039993,136.529999,138.899994,134.937378,1388800
2022-01-18,136.429993,137.809998,135.710007,136.100006,132.217270,988000
2022-01-19,137.220001,138.619995,136.690002,136.789993,132.887573,681300
2022-01-20,139.279999,139.820007,136.889999,137.009995,133.101303,1018100
2022-01-21,137.369995,137.839996,135.740005,135.800003,131.925827,1414800
2022-01-24,132.160004,133.929993,129.669998,133.720001,129.905167,1767900
2022-01-25,130.800003,133.910004,129.899994,132.320007,128.545120,1474600
2022-01-26,133.320007,134.350006,131.330002,132.279999,128.506241,1572900
2022-01-27,123.919998,125.199997,122.080002,122.379997,118.888680,2149000
2022-01-28,119.699997,122.029999,119.040001,121.970001,118.490379,1479600
2022-01-31,121.820000,125.230003,121.820000,125.209999,121.637947,1143000
2022-02-01,126.550003,127.839996,125.330002,127.680000,124.037483,1289400
2022-02-02,127.000000,127.470001,126.650002,127.150002,123.522598,989800
2022-02-03,124.279999,125.440002,123.589996,123.809998,120.277885,1063900
2022-02-04,124.540001,126.440002,124.290001,126.139999,122.541412,1343100
2022-02-07,127.709999,128.160004,126.529999,126.889999,123.270020,1121800
2022-02-08,125.279999,125.900002,124.750000,125.690002,122.104256,711300
2022-02-09,125.550003,126.370003,124.930000,126.290001,122.687134,945900
2022-02-10,123.540001,126.160004,123.470001,123.849998,120.316742,679500
2022-02-11,123.629997,124.180000,120.019997,120.339996,116.906876,979100
2022-02-14,118.589996,119.540001,117.489998,118.349998,114.973648,1384500
